p_id,p_name,p_id_shop,p_shop_name,p_brand,p_categories,p_day_created,p_sold_quantity,p_original_price,p_current_price,p_discount_rate
138952791,"Móc Treo Cây Lau Nhà Dán Tường Đa Năng Chịu Lực Tốt, 2 Trong 1 - Parroti Keeper KP03",96639.0,Parroti Store,Parroti,"Giá, móc, cây treo",419.0,2071,42000,21500,49
52581646,Dây Đèn LED Rèm Trăng Sao Chống Thấm Nước Trang Trí Ngoài Trời - Dài 2.5 Mét,246985.0,PHƯƠNG ĐÔNG TPHCM,OEM,Đèn khác,996.0,7,89000,89000,0
76046302,Móc treo quần áo gắn sau cánh cửa tử HOBBY MTGC Nice Day 6 chấu - 2 màu tùy chọn,20023.0,Hobby Home Decor,Hobby Home Decor,"Giá, móc, cây treo",720.0,700,79000,59000,25
64464459,"Đệm Tròn Ngồi Bệt , Đệm Lót Ghế Xinh Xắn LIDACO Phong Cách Nhật Bản Kích Cỡ 45x5cm",43482.0,Lidaco Official Store,LIDACO,Gối các loại,855.0,697,69000,60000,13
1399571,Gối Memory Foam 50D Hình Cong Lock&Lock HLW111 (50 x 30 cm) - Trắng,1.0,Tiki Trading,LocknLock,Nhà Cửa - Đời Sống,1804.0,10395,483000,240000,50
73638934,Chảo chống dính đáy từ Elmich 4703OL size 20cm,1.0,Tiki Trading,Elmich,Nhà Cửa - Đời Sống,761.0,1217,450000,193000,57
1398733,Cây Lau Nhà Dạng Đứng Lock&Lock ETM461 - Trắng Phối Màu ,1.0,Tiki Trading,LocknLock,Nhà Cửa - Đời Sống,1804.0,4759,539000,277000,49
176169965,Chăn chần bông Everon Lite chất vải microfiber TDELM kích thước 1m6x2m,2207.0,Everon Official Store,Everon Lite,"Chăn, mền và phụ kiện",259.0,470,500000,289000,42
203220337,Khăn Tắm Cotton TIKILabel 60 x 120cm,1.0,Tiki Trading,TIKILabel,Khăn,68.0,84,194000,149000,23
12736380,Đồng hồ để bàn led báo thức thông minh,291069.0,RUBY2,OEM,Đồng hồ để bàn,1378.0,6,312798,156399,50
15164014,Keo dán đa năng dán thủ công mỹ nghệ B7000 50ml,137411.0,Phụ Kiện Store 76,OEM,Khác,1337.0,316,19000,19000,0
48716779,"6 cuộn Túi đựng rác gia đình, Bao đựng rác văn phòng tiện lợi màu đen size trung 55x65",92052.0,Phú Thành Phát,Titapha,Túi đựng rác,1047.0,3100,95000,79000,17
178068438,"Khăn giấy cuộn đa năng, lau bếp, lau kính, chén bát, lau tay (50 khăn/cuộn, 25cm x25cm) - Parroti Bingo NG01",96639.0,Parroti Store,Parroti,Nhà Cửa - Đời Sống,244.0,636,78000,39900,49
110001215,"Combo 20 Nẹp Dây Điện Dán Tường Siêu Dính ,Kẹp Dây Điện Cố Định Và Giữ Dây Điện Siêu Sốc an toàn tiện lợi dễ lắp đặt",12619.0,CATAN shop,OEM,Root,546.0,28,11936,11936,0
186557908,"Túi 100 Dây Rút, Lạt Nhựa (Trắng/Đen) Siêu Bền Để Làm Vườn, Thi Công Tiện Lợi",17480.0,Ghế Nam Việt,NAVIVU,Khác,201.0,121,25000,25000,0
45443981,01 Gói Hạt Giống Đậu Khế - Đậu Rồng -Nảy Mầm Cực Chuẩn,42056.0,KoyShop,OEM,Nhà Cửa - Đời Sống,1104.0,777,5800,5800,0
113224438,"Ruột gối nằm, ruột gối vuông viền đen LIDACO cao cấp (1 chiếc)",43482.0,Lidaco Official Store,LIDACO,Ruột gối,538.0,1817,125000,85000,32
197581462,Combo Hộp giữ nhiệt LHC8042 + Ly nhựa 2 lớp Lock&Lock,1.0,Tiki Trading,LocknLock,Bình giữ nhiệt,113.0,395,1063000,399000,62
119007194,"Thanh 4 Móc Treo Dán Tường, Móc Treo Đồ Đa Năng Parroti Handy HD41",96639.0,Parroti Store,Parroti,"Giá, móc, cây treo",502.0,1878,36000,19900,45
72015075,"Đầu gắn vòi nước tăng áp, xoay 360 độ, hai chế độ nước, bằng đồng thau Waternymph ASQPQ034-N0020 (kèm bộ Ren chuyển đổi 6 món cho tất cả các loại vòi nước tiêu chuẩn)",77480.0,Waternymph Official Store,Waternymph,"Chậu, vòi rửa chén bát",793.0,1549,189000,129000,32
169705136,"Chân đỡ đa năng máy giặt tủ lạnh PROKI chống rung, chống xê dịch, giảm tiếng ồn, cách điện, chống trầy xước nền nhà",16725.0,Sứa Closet,Proki,Phụ kiện giặt ủi khác,294.0,206,145000,131000,10
104681239,"[MyJae x Toyal] Giấy bạc kháng khuẩn 10m, giấy bạc dán bếp, giấy bạc nướng thực phẩm, giấy bạc lót nồi chiên không dầu",190794.0,MyJae Flagship Store,MyJae,"Màng nhôm, giấy bạc bọc thực phẩm",564.0,1555,99000,43000,57
149617968,Thùng đựng gạo thông minh M&L Royalcare 6068 - bao gồm khay đựng ngũ cốc - chống ẩm mốc côn trùng - đồ gia dụng tiện ích,250596.0,ML Official Store,M&L,Khác,384.0,406,516000,329000,36
69909973,"BỘ LAU NHÀ THÔNG MINH TỰ VẮT BLNEC hai ngăn vắt và giặt, xả nước tiện lợi ở đáy thùng, bông lau tĩnh điện MICRO FIBER 33cm có hai đầu móc chắc chắn, nắp thùng dễ tháo rời vệ sinh",148298.0,SAGOKER Official Store,OEM,Dụng cụ lau nhà khác,814.0,1982,199999,199999,0
121396300,"Dây rút nhựa 10cm ,15cm, 20cm, 25cm, 30cm ( Khoảng 80 sợi/bịch )",8084.0,Nature Beauty,OEM,Khác,484.0,54,6700,6700,0
56336206,Mền lông cừu xám cao cấp A - 1m8x2m,2443.0,Shop Ánh Sao,A,"Chăn, mền và phụ kiện",933.0,1223,180000,162500,10
143002904,"Ổ ĐIỆN ĐA NĂNG THÁP T8/T12 - Sử dụng Cắm nồi chiên không dầu, nồi lẩu mini , lẩu điện an toàn 4 Cổng USB -17W- 8/12 Ổ Điện chịu tải 3600W  ",692.0,Cửa hàng Babyhop,Shoptida,"Ổ cắm, ổn áp, biến áp",406.0,635,479000,479000,0
27609461,"Dụng cụ thông tắc bồn cầu, cống bằng khi nén áp lực siêu mạnh",267549.0,SHOPNHIMCUNG,OEM,"Bàn chải, dụng cụ thông tắc, cọ rửa",1230.0,1,177900,177900,0
144203236,Túi rác miệng bằng Parroti Envi - 1kg/3cuộn - màu đen,96639.0,Parroti Store,Parroti,Túi đựng rác,401.0,1188,75000,36000,52
183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",108828.0,Tiện ích 1708,PEAFLO,Cây lăn bụi,219.0,352,85000,48200,43
194125023,Khăn tắm sợi tre MORI xuất Nhật cao cấp 60x120cm,299742.0,Khăn sợi tre Mori,OEM,Khăn,147.0,291,148000,88200,40
696495,Ổ Cắm Điện 4 Lỗ 3 Chấu 3m Philips SPN1348WB/74 (2500W),1.0,Tiki Trading,Philips,"Ổ cắm, ổn áp, biến áp",2020.0,823,329000,290000,12
6710595,Bộ 10 móc treo dán tường chịu lực 10kg,134133.0,An Vũ Techcom,OEM,Nhà Cửa - Đời Sống,1529.0,22,9000,9000,0
162577287,"Cuộn Dây 5m/10m Đèn LED Trang Trí RGB 5050 Strip Light miDoctor, Quấn Cây Chống Nước, Trang Trí Phòng, Dán Tường, Bàn Máy Tính, Tạo Không Gian Quay Video Tiktok, Chụp Ảnh, Kèm Remote 44 Phím",37431.0,Amalife,miDoctor,Đèn khác,321.0,449,220000,122000,45
1400785,Gối Memory Foam 50D Hình Dáng Thường Lock&Lock HLW112 (50 x 30 cm) - Trắng,1.0,Tiki Trading,LocknLock,Nhà Cửa - Đời Sống,1804.0,3969,439000,218000,50
165346784,Khăn gội sợi tre Bamboo&Love 35x75cm mềm mại kháng khuẩn siêu thấm hút an toàn cho da ngay cả với trẻ sơ sinh,267574.0,bamboo and love,OEM,Khăn,310.0,1946,32900,32400,2
7635008,Bộ 2 cuộn túi hút chân không một mặt nhám rộng,179711.0,ĐIỆN MÁY HTG,OEM,Nhà Cửa - Đời Sống,1503.0,866,60000,60000,0
198219660,"Bộ chuyển đổi ổ cắm 3 chấu thành 2 chấu, phích cắm chuyển đổi 3 chấu tiêu chuẩn US, EURO, UK, AUST phù hợp với hầu hết các tiêu chuẩn ổ cắm của các quốc gia - Hàng chính hãng, giao màu ngẫu nhiên",163615.0,HIBARWELL,BARWELL,Nhà Cửa - Đời Sống,105.0,779,35000,30000,14
55365176,0.5kg túi zipper chỉ đỏ đựng thực phẩm,19256.0,Công ty TNHH LPS VINA,Túi ni lông tự phân hủy sinh học GIMEX II,Nhà Cửa - Đời Sống,952.0,1374,52000,52000,0
181449675,"Ổ cắm hẹn giờ Điện Quang ĐQ ESK MT03 WR 13 ( Điều chỉnh cơ, 1 lỗ - 3 chấu, trắng – đỏ )",17490.0,Điện Quang Official Store,Điện Quang,"Ổ cắm, ổn áp, biến áp",230.0,107,163700,115000,30
106280895,Bộ 6 Ly Thuỷ Tinh Cao Luminarc Islande 290ml - LUISD6293,189048.0,Luminarc Official Store,Luminarc,Root,567.0,511,173000,121000,30
59387881,Bộ Ga Gối Cotton Tici Kẻ LIDACO Cao Cấp - Caro Xanh - Tặng 01 Vỏ Gối Ôm,43482.0,Lidaco Official Store,LIDACO,"Bộ ga, ra, drap",871.0,1059,230000,189000,18
73550275,"Cây chà sàn nhà tắm cao cấp 2 trong 1, chổi cọ sàn và gạt nước - Kitimop-Z1",158587.0,Kitimop Official Store,Kitimop,"Bàn chải, dụng cụ thông tắc, cọ rửa",763.0,1666,285000,149000,48
52582326,Đèn LED Rèm Treo Ngoài Trời Chống Thấm Nước - Nhiều Kích Cỡ,291080.0,ShopAnZ,OEM,Đèn khác,996.0,15,79999,79999,0
134582052,"ĐỆM TRẢI SÀN, NỆM, TOPPER HÀNG XUẤT NHẬT",18981.0,Xưởng Sản Xuất Nệm PT,OEM,Root,435.0,11,500000,500000,0
186625954,"Giỏ Đựng Miếng Rửa Chén, Khay Để Đồ Rửa Chén Bát Cao Cấp Parroti Tidy",96639.0,Parroti Store,Parroti,Kệ nhà bếp,201.0,873,100000,54100,46
134649466,"Bình Nước Giữ Nhiệt, Ấm Pha Trà 2 Lớp Cách Nhiệt Inox 304 Không Gỉ Dung Tích 880ml BGN21",146174.0,HOÀNG HÀ 888,TAKIHA,Bình giữ nhiệt,435.0,215,400000,200000,50
74307763,Chảo Wok Lock&Lock Handycook LHD1165 Có Tay Cầm 15.5cm - Màu Xám,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,Nhà Cửa - Đời Sống,749.0,45,242000,139000,43
54622263,Chảo chiên chống dính đáy từ Tefal So Chef G1350296 21cm (Đỏ) - Công nghệ Thermor-spot cảnh báo nhiệt - Hàng chính hãng,14865.0,Gia dụng Tín Phong,Tefal,Chảo các loại,967.0,139,344000,262888,24
781987,Gối Memory Foam 50D Lock & Lock HLW114 (61 x 34 x 10 cm),223003.0,Cửa Hàng Thế Giới Nhà Bếp Việt,LocknLock,Gối các loại,1974.0,0,419000,419000,0
168794667,túi xốp in hình xấp 200gr,270939.0,Bao Bì Yến Hoà,OEM,Root,300.0,7,7000,7000,0
578967,Chảo Đá Chống Dính Siêu Bền Sunhouse SBD28 28cm,1.0,Tiki Trading,Sunhouse,Nhà Cửa - Đời Sống,2132.0,8162,430000,267000,38
141246639,Hộp giữ nhiệt đựng đồ ăn có tay cầm Handle Food Jar LocknLock 700ml,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,Hộp đựng thực phẩm,412.0,11,800000,449000,44
119195755,"Bộ lau nhà tự vắt thông minh, chổi lau nhà 360 độ, lau sạch khô nhanh - Parroti ProMax PX01",96639.0,Parroti Store,Parroti,Dụng cụ lau nhà khác,499.0,2387,849000,495000,42
46202190,Combo nhiều túi lưới giặt đồ cho máy giặt bảo vệ quần áo chống biến dạng chất lượng tốt dây kéo lưới mịn Polyester,107004.0,Dolare,OEM,Túi giặt,1097.0,16,42000,42000,0
185910176,Giấy Nến Vàng Lót Nồi Chiên Không Dầu Sạch Sẽ Tiện Dụng An Toàn Cho Sức Khỏe - 1 set 50 Tờ,151652.0,Jodily StarHome HP,Jodily StarHome,Phụ kiện nhà bếp khác,205.0,1036,85000,65000,24
1325531,Combo 10 Cặp Nút Tai Chống Ồn 3M 1100 - Cam,7448.0,SHOP MINH DƯƠNG - PHÂN PHỐI THIẾT BỊ BẢO VỆ HÔ HẤP,3M,Nhà Cửa - Đời Sống,1818.0,100,52000,52000,0
145311310,"Chăn chần Amando Promo 140x200cm thoáng mát, độ bền cao, không nhăn (Giao màu ngẫu nhiên)",9596.0,Vua Nệm Official Store,Amando,"Chăn, mền và phụ kiện",399.0,1447,380000,229000,40
41227454,Combo 30 móc treo quần áo Prota,1.0,Tiki Trading,Prota,"Móc treo, kẹp quần áo",1148.0,66,75000,64000,15
119030223,"Keo Dán Giày, Gỗ, Nhựa, Sứ Siêu Dính Chống Thấm Đa Năng Deli - 7Ml / 20Ml - 7140 / 7149 ",3644.0,Hoành Gia store,Deli,Khác,502.0,13,13500,13500,0
112760341,"Thùng rác treo tủ bếp có nắp đậy thông minh, thùng rác treo tường dán tường, có thanh trượt cửa bếp – Parroti Bin BN02",96639.0,Parroti Store,Parroti,Nhà Cửa - Đời Sống,539.0,1871,299000,185000,38
186904357,"Bình nước cute, bình nước cho bé có quai đeo nắp bật ống hút mềm mại dung tích 620ml - Tặng kèm sticker cực cute",293357.0,DoDiDu,OEM,Bình đựng nước,198.0,15,130000,108000,17
127031393,Ca nước giữ nhiệt LocknLock Metro Mug LHC4219 475ml,189219.0,JA STORE,LocknLock,Bình giữ nhiệt,460.0,156,506000,268000,47
181909422,Chảo Sâu Lòng Suit LocknLock CSU1225PIK – 22cm - Màu Pink,1.0,Tiki Trading,LocknLock,Chảo các loại,229.0,198,677000,336000,50
75614459,"Thùng rác treo tủ bếp có nắp đậy thông minh, thùng rác treo tường dán tường, có thanh trượt cửa bếp – Parroti Bin BN01/BIN01",96639.0,Parroti Store,Parroti,Nhà Cửa - Đời Sống,727.0,5812,299000,189000,37
78632653,"Vòi xịt vệ sinh 2 trong 1, hai chế độ phun nước, chống rát, chống bỏng",77480.0,Waternymph Official Store,Waternymph,Nhà Cửa - Đời Sống,674.0,1510,129000,86000,33
48510374,Combo 300 Túi Lọc Rác Siêu Tiện dụng cho Bồn rửa Chén bát,8437.0,LATIMAX - Gia Dụng 5 Sao,Goldseee,Nhà Cửa - Đời Sống,1058.0,2084,200000,129000,36
82270329,"Giường ngủ gỗ thông gấp gọn tặng kèm đệm, có 5 kích thước chiều ngang 60cm - 80cm - 1m - 1m2 - 1m5",244627.0,Toriko mart,OEM,Nội thất phòng ngủ khác,660.0,0,5989000,5989000,0
206485076,Hương nhang sạch Dương Minh nhang 20cm và 30cm 100% thành phần tự nhiên các loại nhang Cam Sả nhang Bồ Kết nhang Bắc nhang Thảo Mộc nhang Quế nhang Khuynh Diệp và Trầm Hương cao cấp,245287.0,Nhang sạch Dương Minh,Dương Minh Since 1984,Nhà Cửa - Đời Sống,44.0,827,55000,35000,36
121162213,Set 10 Móc Treo Quần Áo Người Lớn Jodily inox 304 Sáng Bóng Bền Mãi Với Thời Gian,151652.0,Jodily StarHome HP,Jodily StarHome,"Móc treo, kẹp quần áo",485.0,1041,150000,136000,9
157060310,Kem Đánh Bóng Đồ Gỗ Beewax Đa Năng Sáp Ong Đánh Bóng Làm Mới Nội Thất Sáp Tự Nhiên Làm Bóng Bàn Ghế Gỗ Tủ Gỗ Sàn Gỗ- Hàng Loại 1 Chính Hãng ,203034.0,Gia Dụng Trí Vũ,MINIIN,Hóa chất,361.0,43,38000,38000,0
126725438,Chiếu ngủ văn phòng (thương hiệu GINGOOD),9926.0,Goo Shop,GINGOOD,Chiếu,461.0,2347,41000,41000,0
165404269,Khăn tắm sợi tre Bamboo&Love 60x120cm mềm mại kháng khuẩn siêu thấm hút an toàn cho da ngay cả với trẻ sơ sinh,267574.0,bamboo and love,OEM,Khăn,309.0,1681,89000,87600,2
204430264,"Cây chà sàn, chổi cọ sàn và gạt nước 2 trong 1, cọ sạch khe hẹp và góc tường – Parroti Easy ES03",96639.0,Parroti Store,Parroti,"Bàn chải, dụng cụ thông tắc, cọ rửa",60.0,125,129000,79000,39
73785488,"Bộ 3 nồi inox 4 đáy Nagakawa NAG1306 (16cm, 20cm, 24cm) - Quai mạ vàng - Dùng trên mọi loại bếp - Hàng Chính Hãng",1.0,Tiki Trading,Nagakawa,Nhà Cửa - Đời Sống,758.0,1497,1000000,455000,55
146887829,"Đèn Pixar, Đèn Bàn Học Chống Cận Thị, Đèn Đọc Sách LED, Đèn Làm Việc Bảo Vệ Mắt, đèn học để bàn, đèn học cho học sinh sinh viên, đèn trang trí decor - Hàng Chính Hãng dododios",248883.0,DoDoDios Official Store,dododios,Đèn bàn,392.0,992,250000,141000,44
198295325,"Nồi hấp trong lò vi sóng LocknLock bằng nhựa , 1.2L - màu xám - LMW123",1.0,Tiki Trading,LocknLock,Xửng hấp,104.0,95,231000,115000,50
138507381,Chai xịt chuột thái land rat off,193023.0,Bờm Boutique,OEM,Dụng cụ diệt côn trùng khác,421.0,1171,48990,48990,0
72332230,"GỐI CHỮ U CAO SU NON - GỐI TỰA CỔ CHO DÂN VĂN PHÒNG, LÁI XE, DU LỊCH",298269.0,ThuyDungShop2002,OEM,Gối các loại,790.0,1,99000,99000,0
197164608,COMBO 100 Túi lọc rác bồn rửa chén bát dạng lưới tự phẩn hủy - Túi lọc rác siêu dai đầu có chun cố định chống tắc nghẽn ống JYoohome - Hàng Chính Hãng,249634.0,Homebox Store,JYooHome,Phụ kiện nhà bếp khác,118.0,378,50000,25000,50
195980111,Bình giữ nhiệt LocknLock LHC3275 - 490ML - Hàng chính hãng,1.0,Tiki Trading,LocknLock,Bình giữ nhiệt,133.0,318,490000,243000,50
67937873,Tấm bảo vệ nệm Everon White,81485.0,ĐẠI LÝ NỆM ĐỨC LỢI,Everon,Nhà Cửa - Đời Sống,838.0,379,370000,364000,2
96806548,"Gối tựa lưng ghế văn phòng hình thú giúp không đau lưng, chiếc gối sẽ làm bạn thoải mái và dễ chịu trong lúc ngồi làm việc",67869.0,Zen,SHOFUKA,Gối các loại,595.0,917,227000,199000,12
183057936,Set 50 khuôn giấy nến vàng thấm dầu lót nồi chiên không dính,20367.0,VI TÍNH NAM TRUNG HẢI,OEM,Phụ kiện nhà bếp khác,224.0,53,17395,17395,0
116726951,"Gối cao su non công thái học chống đau vai ngáy, ngủ ngáy, hỗ trợ ngủ nhanh EMA- Thiết kế riêng biệt cho tư thế nằm ngửa và nằm nghiêng",18299.0,Gối nêm Hi-Sleep Store,Ema,Gối các loại,517.0,1272,1178000,589000,50
195469953,Súng Bắn Keo (Cỡ Lớn/Nhỏ) Kèm 10 Keo Nến Silicon,17480.0,Ghế Nam Việt,NAVIVU,Súng bắn keo,132.0,178,89000,89000,0
53518638,2 Móc Dán Tường Giữ Dây Cắm Điện Phích Cắm Loại Trong Suốt,20367.0,VI TÍNH NAM TRUNG HẢI,OEM,"Giá, móc, cây treo",982.0,222,5900,5400,8
165844783,"Giàn phơi quần áo Inox cao cấp kéo dài thông minh VANDO cho chung cư trong nhà, ngoài trời, kèm bánh xe linh hoạt, giá kệ treo đồ",157549.0,Vando Official Store,VANDO,"Giá, kệ phơi quần áo",309.0,651,530000,399000,25
137671794, Cân Tiểu Ly Nhà Bếp Chống Nước Cao Cấp Khoảng Chính Xác 1g - 5kg ,151652.0,Jodily StarHome HP,Jodily StarHome,Cân nhà bếp,425.0,801,295000,185000,37
73116895,Găng tay nướng bánh cách nhiệt Baking Gloves ,97441.0,Luckky Shop,OEM,Nhà Cửa - Đời Sống,776.0,35,183000,183000,0
194465292,Bình giữ nhiệt LocknLock DIY Strap Tumbler LHC3283 350ml,1.0,Tiki Trading,LocknLock,Bình giữ nhiệt,145.0,242,489000,238000,51
51554889,"Ron Dán Che Khe Cửa ,Chân Cửa Chống Gió Lùa, Chống Bụi Và Chống Côn Trùng - Hàng Chính Hãng Cuộn 2m",142623.0,LEDANTA,3M,Khác,1011.0,97,69000,27000,61
198214329,"Combo 2 bộ chuyển đổi 3 chấu thành 2 chấu phích tròn Barwell - Chính hãng, giao màu ngẫu nhiên",163615.0,HIBARWELL,BARWELL,Nhà Cửa - Đời Sống,105.0,304,50000,45000,10
172812201,"Câu đối tết.Quà tặng ông bà,cha mẹ,bạn bè,đối tác.Quà tết,tranh thư pháp trang trí tết",251374.0,Thư pháp Văn Công Nhựt,OEM,Các loại tranh khác,282.0,51,119000,119000,0
66703486,Bộ Cây Lau Nhà 360 Độ Tự Vắt Thông Minh Đa Năng Xoay 2 Vách Ngăn Cao Cấp,293821.0,Store Hương Nguyễn,OEM,Dụng cụ lau nhà khác,846.0,0,255000,255000,0
50294624,"Lưới Đèn LED Chống Nước Trang Trí Ngoài Trời Cho Giánh Sinh, Tiệc, Lễ Tết - Nhiều Kích Cỡ",17480.0,Ghế Nam Việt,OEM,Đèn khác,1023.0,627,119000,119000,0
90531871,"Đèn Pixar, Đèn Bàn Học Chống Cận Thị, Đèn Đọc Sách, Đèn Làm Việc Bảo Vệ Mắt - Hàng Chính Hãng Moontronics MT01",97355.0,Future Store,Moontronics,Đèn bàn,632.0,3028,190000,169000,11
54485029,Đèn Bàn Học Đọc Sách LED Chống Cận 03 Chế Độ Ánh Sáng Bảo Vệ Mắt Có Hộp Bút Và Giá Để Điện Thoại eLights,97355.0,Future Store,eLights,Nhà Cửa - Đời Sống,965.0,1459,220000,189000,14
51662145,"Keo dán siêu dính X2000 (50g) dán gỗ, sắt, sứ, kim loại đa năng",134133.0,An Vũ Techcom,OEM,Khác,1010.0,218,20897,20897,0
134621577,Bộ Dao 7 Món Lock&Lock CKK301,1.0,Tiki Trading,LocknLock,CHƯƠNG TRÌNH KHUYẾN MẠI KHÁC,435.0,5288,2657000,1319000,50
116811832,Cốc Giữ Nhiệt Coffeeholic Inox 304 Dung Tích 510ml Cao Cấp Kiểu Dáng Hàn Quốc Cầm Tay Sang Trọng BNG07,146174.0,HOÀNG HÀ 888,TAKIHA,"Ly, cốc & phụ kiện ly",517.0,1368,220000,110000,50
94847014,Nến thơm trang trí phong cách hoa khô thảo mộc,159301.0,Thế giới mùi hương tự nhiên,Citta,Nến trang trí & Phụ kiện,608.0,562,180000,180000,0
59259444,Mùng chụp tự bung cao cấp FUNU - Màn chống muỗi thông minh - Hàng chính hãng (Sản xuất tại Việt Nam),134154.0,Funu Home,FuNu,Phụ kiện phòng ngủ khác,870.0,1322,190000,175000,8
200762341,Cốc Giữ Nhiệt Ly Giữ Nhiệt Inox 304 Có Ống Hút Ly Uống Coffee 600ml,17480.0,Ghế Nam Việt,OEM,Nhà Cửa - Đời Sống,84.0,7,199000,199000,0
181909427,Nồi 2 Tay Cầm Suit LocknLock - Màu Pink,1.0,Tiki Trading,LocknLock,Nồi các loại,229.0,223,1112000,524000,53
71005991,Bình xịt dầu Lock&Lock 100ml kèm phểu và cọ rửa - CKO109,1.0,Tiki Trading,LocknLock,Nhà Cửa - Đời Sống,806.0,3671,174000,86000,51
580040,Chảo Đá Chống Dính Siêu Bền Sunhouse SBD24 24cm,1.0,Tiki Trading,Sunhouse,Chảo các loại,2129.0,140,290000,211000,27
